"CHOICE","CAR_TT","TRAIN_TT","SM_TT","CAR_CO","TRAIN_CO","SM_CO","AGE","GA","SM_SEATS","LUGGAGE"
2,144,205,69,88,150,184,3,0,0,0
2,234,174,69,143,150,184,3,0,0,0
2,144,174,69,143,167,189,3,0,0,0
2,234,159,69,110,167,189,3,0,0,0
3,180,159,61,88,200,225,3,0,0,0
2,180,159,55,143,167,198,3,0,0,0
3,180,174,69,143,200,274,3,0,0,0
2,90,106,41,48,119,142,3,0,0,0
2,117,106,37,78,119,167,3,0,0,0
2,117,106,34,60,107,155,3,0,0,0
3,72,85,34,78,107,155,3,0,0,0
2,117,92,34,48,119,147,3,0,0,0
3,72,92,37,60,107,130,3,0,0,0
3,72,92,34,48,143,155,3,0,0,0
3,72,106,37,78,143,167,3,0,0,0
2,90,92,37,60,119,167,3,0,0,0
3,140,216,130,80,170,167,3,0,0,0
2,182,171,133,64,128,136,3,0,0,0
3,112,216,137,64,128,142,3,0,0,0
2,182,186,137,104,128,142,3,0,0,0
3,112,186,137,104,142,147,3,0,0,0
3,182,171,137,80,142,147,3,0,0,0
3,140,171,133,64,170,169,3,0,0,0
3,140,171,130,104,142,153,3,0,0,0
3,140,186,137,104,170,184,3,0,0,0
2,170,193,64,84,176,194,3,0,0,0
2,221,193,56,136,176,245,3,0,0,0
2,221,193,50,105,158,225,3,0,0,0
2,136,150,50,136,158,225,3,0,0,0
2,221,164,50,84,176,210,3,0,0,0
2,136,164,56,105,158,181,3,0,0,0
2,136,164,50,84,211,225,3,0,0,0
2,136,193,56,136,211,237,3,0,0,0
2,170,164,56,105,176,245,3,0,0,0
3,200,250,111,112,210,225,4,0,0,0
2,260,250,103,182,210,274,4,0,0,0
2,260,250,97,140,189,254,4,0,0,0
3,160,191,97,182,189,254,4,0,0,0
2,260,211,97,112,210,237,4,0,0,0
3,160,211,103,140,189,210,4,0,0,0
3,160,211,97,112,252,266,4,0,0,0
3,160,250,103,182,252,274,4,0,0,0
2,200,211,103,140,210,274,4,0,0,0
3,90,106,41,40,119,142,2,0,0,1
2,117,106,37,65,119,167,2,0,0,1
3,117,106,34,50,107,155,2,0,0,1
3,72,85,34,65,107,155,2,0,0,1
3,117,92,34,40,119,147,2,0,0,1
2,72,92,37,50,107,130,2,0,0,1
3,72,92,34,40,143,155,2,0,0,1
3,72,106,37,65,143,167,2,0,0,1
3,90,92,37,50,119,167,2,0,0,1
3,160,234,99,72,184,210,3,0,0,1
2,208,234,91,117,184,254,3,0,0,1
2,208,234,85,90,166,237,3,0,0,1
3,128,175,85,117,166,237,3,0,0,1
2,208,195,85,72,184,218,3,0,0,1
3,128,195,91,90,166,194,3,0,0,1
3,128,195,85,72,221,237,3,0,0,1
3,128,234,91,117,221,254,3,0,0,1
3,160,195,91,90,184,254,3,0,0,1
2,130,133,84,50,170,181,3,0,0,1
2,130,121,81,65,170,169,3,0,0,1
2,130,156,88,40,170,210,3,0,0,1
3,80,121,84,40,142,181,3,0,0,1
2,100,156,84,65,128,147,3,0,0,1
2,100,133,81,40,128,169,3,0,0,1
3,80,121,88,50,170,210,3,0,0,1
2,100,121,88,50,128,153,3,0,0,1
3,80,156,81,50,142,162,3,0,0,1
3,156,118,63,70,156,176,2,0,0,1
2,156,107,60,91,156,167,2,0,0,1
3,156,140,67,56,156,198,2,0,0,1
3,96,107,63,56,130,176,2,0,0,1
2,120,140,63,91,117,136,2,0,0,1
3,120,118,60,56,117,162,2,0,0,1
3,96,107,67,70,156,198,2,0,0,1
2,120,107,67,70,117,142,2,0,0,1
3,96,140,60,70,130,153,2,0,0,1
3,250,406,226,140,329,337,3,0,0,1
2,325,307,232,112,247,274,3,0,0,1
3,200,406,240,112,247,281,3,0,0,1
2,325,340,240,182,247,281,3,0,0,1
2,200,340,240,182,274,293,3,0,0,1
2,325,307,240,140,274,293,3,0,0,1
3,250,307,232,112,329,349,3,0,0,1
3,250,307,226,182,274,301,3,0,0,1
3,250,340,240,182,329,393,3,0,0,1
2,130,182,124,76,155,167,5,0,0,1
2,169,182,120,123,155,194,5,0,0,1
3,169,182,117,95,139,181,5,0,0,1
3,104,153,117,123,139,181,5,0,0,1
3,169,163,117,76,155,176,5,0,0,1
2,104,163,120,95,139,155,5,0,0,1
3,104,163,117,76,186,189,5,0,0,1
3,104,182,120,123,186,198,5,0,0,1
3,130,163,120,95,155,194,5,0,0,1
2,190,236,63,115,23,23,4,0,0,0
2,247,182,71,92,17,23,4,0,0,0
3,152,236,81,92,17,25,4,0,0,0
3,247,200,81,149,17,25,4,0,0,0
2,152,200,81,149,19,23,4,0,0,0
2,247,182,81,115,19,23,4,0,0,0
3,190,182,71,92,23,25,4,0,0,0
3,190,182,63,149,19,25,4,0,0,0
3,190,200,81,149,23,31,4,0,0,0
2,180,205,55,90,23,23,2,0,0,0
2,234,159,61,72,17,23,2,0,0,0
2,144,205,69,72,17,25,2,0,0,0
2,234,174,69,117,17,25,2,0,0,0
2,144,174,69,117,19,23,2,0,0,0
2,234,159,69,90,19,23,2,0,0,0
2,180,159,61,72,23,25,2,0,0,0
2,180,159,55,117,19,25,2,0,0,0
2,180,174,69,117,23,31,2,0,0,0
1,100,128,57,64,13,16,5,0,0,1
1,130,128,53,104,13,21,5,0,0,1
1,130,128,50,80,12,21,5,0,0,1
1,80,98,50,104,12,21,5,0,0,1
1,130,108,50,64,13,17,5,0,0,1
1,80,108,53,80,12,16,5,0,0,1
1,80,108,50,64,16,16,5,0,0,1
1,80,128,53,104,16,17,5,0,0,1
1,100,108,53,80,13,21,5,0,0,1
2,110,131,60,48,40,45,3,0,0,0
2,143,131,56,78,40,53,3,0,0,0
2,143,131,53,60,36,49,3,0,0,0
2,88,101,53,78,36,49,3,0,0,0
2,143,111,53,48,40,48,3,0,0,0
2,88,111,56,60,36,42,3,0,0,0
2,88,111,53,48,48,50,3,0,0,0
2,88,131,56,78,48,53,3,0,0,0
2,110,111,56,60,40,53,3,0,0,0
3,100,199,112,55,52,53,4,0,0,0
3,130,155,115,44,39,45,4,0,0,0
3,80,199,119,44,39,46,4,0,0,0
3,130,170,119,71,39,46,4,0,0,0
3,80,170,119,71,43,48,4,0,0,0
3,130,155,119,55,43,48,4,0,0,0
3,100,155,115,44,52,56,4,0,0,0
3,100,155,112,71,43,49,4,0,0,0
3,100,170,119,71,52,64,4,0,0,0
2,260,205,97,105,74,82,2,0,0,0
2,260,185,91,136,74,78,2,0,0,0
2,260,244,105,84,74,94,2,0,0,0
2,160,185,97,84,62,82,2,0,0,0
2,200,244,97,136,56,64,2,0,0,0
2,200,205,91,84,56,74,2,0,0,0
2,160,185,105,105,74,94,2,0,0,0
2,200,185,105,105,56,66,2,0,0,0
2,160,244,91,105,62,72,2,0,0,0
2,130,114,59,50,50,54,2,0,0,0
2,130,104,56,65,50,52,2,0,0,0
3,130,135,63,40,50,62,2,0,0,0
1,80,104,59,40,42,53,2,0,0,0
2,100,135,59,65,38,43,2,0,0,0
3,100,114,56,40,38,50,2,0,0,0
2,80,104,63,50,50,62,2,0,0,0
1,100,104,63,50,38,45,2,0,0,0
2,80,135,56,50,42,48,2,0,0,0
2,90,135,56,45,46,49,2,0,0,0
2,117,104,59,36,34,40,2,0,0,0
3,72,135,63,36,34,42,2,0,0,0
2,117,114,63,58,34,42,2,0,0,0
2,72,114,63,58,38,43,2,0,0,0
2,117,104,63,45,38,43,2,0,0,0
3,90,104,59,36,46,50,2,0,0,0
2,90,104,56,58,38,45,2,0,0,0
2,90,114,63,58,46,57,2,0,0,0
2,221,191,83,90,64,72,2,0,0,0
2,221,173,77,117,64,70,2,0,0,0
3,221,227,91,72,64,82,2,0,0,0
2,136,173,83,72,53,72,2,0,0,0
2,170,227,83,117,48,56,2,0,0,0
2,170,191,77,72,48,66,2,0,0,0
3,136,173,91,90,64,82,2,0,0,0
2,170,173,91,90,48,58,2,0,0,0
2,136,227,77,90,53,64,2,0,0,0
3,90,149,73,44,38,42,2,0,0,0
3,117,149,69,71,38,48,2,0,0,0
1,117,149,66,55,34,43,2,0,0,0
1,72,112,66,71,34,43,2,0,0,0
1,117,124,66,44,38,43,2,0,0,0
2,72,124,69,55,34,38,2,0,0,0
2,72,124,66,44,46,46,2,0,0,0
2,72,149,69,71,46,48,2,0,0,0
3,90,124,69,55,38,48,2,0,0,0
2,182,195,119,90,59,64,3,0,0,0
2,182,180,114,117,59,62,3,0,0,0
3,182,225,125,72,59,72,3,0,0,0
3,112,180,119,72,49,62,3,0,0,0
2,140,225,119,117,44,49,3,0,0,0
2,140,195,114,72,44,57,3,0,0,0
3,112,180,125,90,59,72,3,0,0,0
2,140,180,125,90,44,52,3,0,0,0
2,112,225,114,90,49,54,3,0,0,0
2,312,236,128,155,79,88,3,0,0,0
2,312,212,122,201,79,82,3,0,0,0
2,312,283,136,124,79,99,3,0,0,0
2,192,212,128,124,66,86,3,0,0,0
2,240,283,128,201,59,66,3,0,0,0
2,240,236,122,124,59,80,3,0,0,0
2,192,212,136,155,79,99,3,0,0,0
2,240,212,136,155,59,72,3,0,0,0
2,192,283,122,155,66,78,3,0,0,0
2,140,220,139,95,60,62,5,0,0,0
2,182,167,142,76,45,50,5,0,0,0
2,112,220,146,76,45,52,5,0,0,0
2,182,185,146,123,45,52,5,0,0,0
2,112,185,146,123,50,54,5,0,0,0
2,182,167,146,95,50,54,5,0,0,0
2,140,167,142,76,60,64,5,0,0,0
2,140,167,139,123,50,56,5,0,0,0
2,140,185,146,123,60,72,5,0,0,0
3,320,336,109,136,72,82,2,0,0,0
2,416,336,95,221,72,105,2,0,0,0
1,416,336,84,170,65,97,2,0,0,0
3,256,257,84,221,65,97,2,0,0,0
2,416,283,84,136,72,88,2,0,0,0
3,256,283,95,170,65,78,2,0,0,0
2,256,283,84,136,86,97,2,0,0,0
1,256,336,95,221,86,102,2,0,0,0
1,320,283,95,170,72,105,2,0,0,0
2,117,116,61,55,46,52,3,0,0,0
2,117,104,58,71,46,49,3,0,0,0
2,117,139,65,44,46,58,3,0,0,0
3,72,104,61,44,38,52,3,0,0,0
2,90,139,61,71,34,40,3,0,0,0
2,90,116,58,44,34,48,3,0,0,0
3,72,104,65,55,46,58,3,0,0,0
2,90,104,65,55,34,43,3,0,0,0
2,72,139,58,55,38,46,3,0,0,0
3,160,391,277,64,57,62,3,0,0,0
2,208,391,273,104,57,70,3,0,0,0
2,208,391,270,80,51,64,3,0,0,0
3,128,297,270,104,51,64,3,0,0,0
2,208,328,270,64,57,64,3,0,0,0
3,128,328,273,80,51,57,3,0,0,0
3,128,328,270,64,68,70,3,0,0,0
3,128,391,273,104,68,72,3,0,0,0
3,160,328,273,80,57,70,3,0,0,0
2,180,248,94,105,67,72,4,0,0,0
2,234,188,100,84,50,57,4,0,0,0
2,144,248,108,84,50,62,4,0,0,0
2,234,208,108,136,50,62,4,0,0,0
2,144,208,108,136,56,64,4,0,0,0
2,234,188,108,105,56,64,4,0,0,0
2,180,188,100,84,67,74,4,0,0,0
2,180,188,94,136,56,66,4,0,0,0
2,180,208,108,136,67,88,4,0,0,0
1,160,179,112,64,50,54,4,0,0,0
1,208,179,108,104,50,62,4,0,0,0
1,208,179,105,80,45,57,4,0,0,0
1,128,137,105,104,45,57,4,0,0,0
1,208,151,105,64,50,56,4,0,0,0
1,128,151,108,80,45,50,4,0,0,0
1,128,151,105,64,60,62,4,0,0,0
1,128,179,108,104,60,64,4,0,0,0
1,160,151,108,80,50,62,4,0,0,0
2,169,208,125,80,62,72,4,0,0,0
2,169,190,119,104,62,70,4,0,0,0
2,169,244,133,64,62,82,4,0,0,0
3,104,190,125,64,52,72,4,0,0,0
2,130,244,125,104,47,56,4,0,0,0
2,130,208,119,64,47,66,4,0,0,0
3,104,190,133,80,62,82,4,0,0,0
2,130,190,133,80,47,58,4,0,0,0
3,104,244,119,80,52,64,4,0,0,0
2,110,164,89,52,43,48,4,0,0,0
2,143,164,85,84,43,54,4,0,0,0
2,143,164,82,65,39,52,4,0,0,0
2,88,128,82,84,39,52,4,0,0,0
2,143,140,82,52,43,49,4,0,0,0
2,88,140,85,65,39,43,4,0,0,0
3,88,140,82,52,52,53,4,0,0,0
2,88,164,85,84,52,56,4,0,0,0
2,110,140,85,65,43,54,4,0,0,0
2,240,409,226,108,72,80,5,0,0,0
2,312,409,216,175,72,97,5,0,0,0
2,312,409,208,135,65,88,5,0,0,0
3,192,313,208,175,65,88,5,0,0,0
2,312,345,208,108,72,86,5,0,0,0
3,192,345,216,135,65,74,5,0,0,0
3,192,345,208,108,86,94,5,0,0,0
3,192,409,216,175,86,99,5,0,0,0
2,240,345,216,135,72,97,5,0,0,0
3,143,200,145,75,55,62,5,0,0,0
1,143,184,142,97,55,57,5,0,0,0
3,143,233,149,60,55,66,5,0,0,0
3,88,184,145,60,46,58,5,0,0,0
3,110,233,145,97,41,48,5,0,0,0
3,110,200,142,60,41,54,5,0,0,0
3,88,184,149,75,55,66,5,0,0,0
3,110,184,149,75,41,49,5,0,0,0
3,88,233,142,75,46,53,5,0,0,0
3,40,61,28,30,19,22,5,0,0,0
3,52,51,30,24,14,18,5,0,0,0
3,32,61,32,24,14,19,5,0,0,0
2,52,54,32,39,14,19,5,0,0,0
2,32,54,32,39,16,20,5,0,0,0
1,52,51,32,30,16,20,5,0,0,0
3,40,51,30,24,19,25,5,0,0,0
2,40,51,28,39,16,21,5,0,0,0
1,40,54,32,39,19,31,5,0,0,0
3,80,116,39,45,31,38,5,0,0,0
2,104,87,42,36,23,29,5,0,0,0
2,64,116,46,36,23,31,5,0,0,0
1,104,97,46,58,23,31,5,0,0,0
2,64,97,46,58,26,32,5,0,0,0
3,104,87,46,45,26,32,5,0,0,0
3,80,87,42,36,31,40,5,0,0,0
1,80,87,39,58,26,34,5,0,0,0
1,80,97,46,58,31,46,5,0,0,0
2,182,192,112,75,60,72,2,0,0,0
2,182,174,106,97,60,70,2,0,0,0
3,182,228,120,60,60,82,2,0,0,0
3,112,174,112,60,50,72,2,0,0,0
2,140,228,112,97,45,56,2,0,0,0
2,140,192,106,60,45,66,2,0,0,0
3,112,174,120,75,60,82,2,0,0,0
2,140,174,120,75,45,58,2,0,0,0
3,112,228,106,75,50,64,2,0,0,0
3,100,120,90,55,38,42,3,0,0,0
1,130,95,92,44,29,32,3,0,0,0
3,80,120,94,44,29,32,3,0,0,0
1,130,103,94,71,29,32,3,0,0,0
1,80,103,94,71,32,35,3,0,0,0
3,130,95,94,55,32,35,3,0,0,0
3,100,95,92,44,38,42,3,0,0,0
2,100,95,90,71,32,36,3,0,0,0
1,100,103,94,71,38,46,3,0,0,0
2,91,104,51,40,31,38,3,0,0,0
2,91,95,48,52,31,35,3,0,0,0
2,91,123,55,32,31,43,3,0,0,0
2,56,95,51,32,26,38,3,0,0,0
2,70,123,51,52,23,26,3,0,0,0
2,70,104,48,32,23,34,3,0,0,0
2,56,95,55,40,31,43,3,0,0,0
2,70,95,55,40,23,28,3,0,0,0
2,56,123,48,40,26,32,3,0,0,0
3,160,322,226,92,62,66,4,0,0,0
3,208,322,222,149,62,72,4,0,0,0
3,208,322,219,115,56,66,4,0,0,0
3,128,249,219,149,56,66,4,0,0,0
3,208,273,219,92,62,66,4,0,0,0
3,128,273,222,115,56,62,4,0,0,0
3,128,273,219,92,74,74,4,0,0,0
3,128,322,222,149,74,78,4,0,0,0
3,160,273,222,115,62,72,4,0,0,0
2,160,247,151,85,60,64,5,0,0,0
2,208,185,154,68,45,52,5,0,0,0
3,128,247,158,68,45,53,5,0,0,0
2,208,206,158,110,45,53,5,0,0,0
2,128,206,158,110,50,54,5,0,0,0
2,208,185,158,85,50,54,5,0,0,0
3,160,185,154,68,60,66,5,0,0,0
2,160,185,151,110,50,57,5,0,0,0
2,160,206,158,110,60,72,5,0,0,0
2,150,220,110,60,50,58,2,0,0,0
3,195,220,102,97,50,72,2,0,0,0
2,195,220,96,75,45,66,2,0,0,0
3,120,167,96,97,45,66,2,0,0,0
2,195,185,96,60,50,64,2,0,0,0
3,120,185,102,75,45,54,2,0,0,0
3,120,185,96,60,60,66,2,0,0,0
3,120,220,102,97,60,72,2,0,0,0
3,150,185,102,75,50,72,2,0,0,0
3,190,332,185,120,77,80,3,0,0,0
2,247,264,191,96,58,64,3,0,0,0
3,152,332,199,96,58,66,3,0,0,0
2,247,287,199,156,58,66,3,0,0,0
3,152,287,199,156,64,70,3,0,0,0
2,247,264,199,120,64,70,3,0,0,0
3,190,264,191,96,77,82,3,0,0,0
2,190,264,185,156,64,72,3,0,0,0
3,190,287,199,156,77,97,3,0,0,0
3,130,179,109,80,54,54,2,0,0,0
3,169,137,112,64,40,46,2,0,0,0
3,104,179,116,64,40,48,2,0,0,0
2,169,151,116,104,40,48,2,0,0,0
2,104,151,116,104,45,49,2,0,0,0
2,169,137,116,80,45,49,2,0,0,0
3,130,137,112,64,54,57,2,0,0,0
2,130,137,109,104,45,50,2,0,0,0
1,130,151,116,104,54,64,2,0,0,0
2,208,205,97,110,67,74,2,0,0,0
2,208,184,91,143,67,72,2,0,0,0
2,208,246,105,88,67,88,2,0,0,0
2,128,184,97,88,56,78,2,0,0,0
2,160,246,97,143,50,58,2,0,0,0
2,160,205,91,88,50,70,2,0,0,0
2,128,184,105,110,67,88,2,0,0,0
2,160,184,105,110,50,62,2,0,0,0
2,128,246,91,110,56,66,2,0,0,0
2,100,137,67,56,36,40,3,0,0,0
2,130,137,63,91,36,46,3,0,0,0
1,130,137,60,70,32,43,3,0,0,0
1,80,108,60,91,32,43,3,0,0,0
2,130,118,60,56,36,42,3,0,0,0
2,80,118,63,70,32,36,3,0,0,0
2,80,118,60,56,43,45,3,0,0,0
2,80,137,63,91,43,46,3,0,0,0
1,100,118,63,70,36,46,3,0,0,0
3,143,125,49,75,48,53,2,0,0,1
1,143,114,44,97,48,50,2,0,0,1
3,143,146,55,60,48,62,2,0,0,1
3,88,114,49,60,40,53,2,0,0,1
3,110,146,49,97,36,42,2,0,0,1
3,110,125,44,60,36,50,2,0,0,1
3,88,114,55,75,48,62,2,0,0,1
3,110,114,55,75,36,43,2,0,0,1
3,88,146,44,75,40,46,2,0,0,1
2,70,137,97,45,31,34,2,0,0,1
1,91,116,99,36,23,26,2,0,0,1
3,56,137,101,36,23,26,2,0,0,1
1,91,123,101,58,23,26,2,0,0,1
2,56,123,101,58,26,28,2,0,0,1
1,91,116,101,45,26,28,2,0,0,1
3,70,116,99,36,31,36,2,0,0,1
2,70,116,97,58,26,31,2,0,0,1
1,70,123,101,58,31,40,2,0,0,1
3,270,368,164,120,74,86,2,0,0,1
2,351,368,150,195,74,108,2,0,0,1
2,351,368,139,150,67,99,2,0,0,1
3,216,278,139,195,67,99,2,0,0,1
2,351,308,139,120,74,91,2,0,0,1
3,216,308,150,150,67,80,2,0,0,1
3,216,308,139,120,89,99,2,0,0,1
3,216,368,150,195,89,108,2,0,0,1
2,270,308,150,150,74,108,2,0,0,1
2,210,236,63,110,74,78,3,0,0,1
2,273,182,71,88,56,64,3,0,0,1
3,168,236,81,88,56,66,3,0,0,1
2,273,200,81,143,56,66,3,0,0,1
2,168,200,81,143,62,70,3,0,0,1
2,273,182,81,110,62,70,3,0,0,1
2,210,182,71,88,74,82,3,0,0,1
2,210,182,63,143,62,72,3,0,0,1
1,210,200,81,143,74,99,3,0,0,1
3,169,202,147,100,58,58,3,0,0,1
3,169,185,144,130,58,57,3,0,0,1
3,169,237,151,80,58,64,3,0,0,1
3,104,185,147,80,48,56,3,0,0,1
3,130,237,147,130,43,48,3,0,0,1
3,130,202,144,80,43,52,3,0,0,1
3,104,185,151,100,58,64,3,0,0,1
3,130,185,151,100,43,49,3,0,0,1
3,104,237,144,100,48,52,3,0,0,1
2,247,200,71,105,74,82,3,0,0,1
2,247,182,63,136,74,78,3,0,0,1
2,247,236,81,84,74,99,3,0,0,1
2,152,182,71,84,62,86,3,0,0,1
2,190,236,71,136,56,64,3,0,0,1
2,190,200,63,84,56,78,3,0,0,1
2,152,182,81,105,74,99,3,0,0,1
2,190,182,81,105,56,66,3,0,0,1
2,152,236,63,105,62,72,3,0,0,1
3,90,106,41,48,35,42,4,0,0,1
3,117,106,37,78,35,49,4,0,0,1
3,117,106,34,60,31,46,4,0,0,1
3,72,85,34,78,31,46,4,0,0,1
3,117,92,34,48,35,43,4,0,0,1
3,72,92,37,60,31,38,4,0,0,1
3,72,92,34,48,42,46,4,0,0,1
3,72,106,37,78,42,49,4,0,0,1
3,90,92,37,60,35,49,4,0,0,1
3,70,103,38,32,25,29,4,0,0,1
3,91,103,34,52,25,38,4,0,0,1
3,91,103,31,40,22,34,4,0,0,1
3,56,82,31,52,22,34,4,0,0,1
3,91,89,31,32,25,32,4,0,0,1
3,56,89,34,40,22,26,4,0,0,1
3,56,89,31,32,30,34,4,0,0,1
3,56,103,34,52,30,38,4,0,0,1
3,70,89,34,40,25,38,4,0,0,1
2,280,285,139,136,64,72,4,0,0,1
1,364,285,131,221,64,86,4,0,0,1
2,364,285,125,170,58,78,4,0,0,1
2,224,216,125,221,58,78,4,0,0,1
2,364,239,125,136,64,74,4,0,0,1
2,224,239,131,170,58,66,4,0,0,1
2,224,239,125,136,77,82,4,0,0,1
2,224,285,131,221,77,86,4,0,0,1
1,280,239,131,170,64,86,4,0,0,1
2,140,222,156,72,50,54,5,0,0,1
2,182,222,152,117,50,64,5,0,0,1
2,182,222,149,90,45,58,5,0,0,1
2,112,181,149,117,45,58,5,0,0,1
2,182,195,149,72,50,57,5,0,0,1
2,112,195,152,90,45,52,5,0,0,1
3,112,195,149,72,60,62,5,0,0,1
3,112,222,152,117,60,64,5,0,0,1
2,140,195,152,90,50,64,5,0,0,1
2,170,206,73,80,54,62,2,0,0,1
2,221,206,65,130,54,74,2,0,0,1
2,221,206,59,100,49,70,2,0,0,1
2,136,157,59,130,49,70,2,0,0,1
2,221,173,59,80,54,64,2,0,0,1
2,136,173,65,100,49,57,2,0,0,1
2,136,173,59,80,65,70,2,0,0,1
2,136,206,65,130,65,74,2,0,0,1
2,170,173,65,100,54,74,2,0,0,1
2,220,352,120,125,84,88,2,0,0,1
2,286,266,129,100,63,72,2,0,0,1
2,176,352,141,100,63,74,2,0,0,1
2,286,295,141,162,63,74,2,0,0,1
2,176,295,141,162,70,78,2,0,0,1
2,286,266,141,125,70,78,2,0,0,1
2,220,266,129,100,84,94,2,0,0,1
2,220,266,120,162,70,82,2,0,0,1
2,220,295,141,162,84,110,2,0,0,1
2,120,234,141,80,50,50,2,0,0,1
2,156,181,144,64,38,42,2,0,0,1
3,96,234,148,64,38,43,2,0,0,1
2,156,199,148,104,38,43,2,0,0,1
2,96,199,148,104,42,45,2,0,0,1
2,156,181,148,80,42,45,2,0,0,1
3,120,181,144,64,50,52,2,0,0,1
2,120,181,141,104,42,46,2,0,0,1
2,120,199,148,104,50,56,2,0,0,1
2,325,242,113,145,79,91,2,0,0,1
2,325,219,105,188,79,86,2,0,0,1
3,325,288,123,116,79,108,2,0,0,1
3,200,219,113,116,66,91,2,0,0,1
2,250,288,113,188,59,70,2,0,0,1
2,250,242,105,116,59,82,2,0,0,1
3,200,219,123,145,79,108,2,0,0,1
2,250,219,123,145,59,72,2,0,0,1
2,200,288,105,145,66,80,2,0,0,1
2,120,250,157,70,55,57,2,0,0,1
1,156,193,160,56,41,48,2,0,0,1
2,96,250,164,56,41,49,2,0,0,1
2,156,212,164,91,41,49,2,0,0,1
2,96,212,164,91,46,50,2,0,0,1
2,156,193,164,70,46,50,2,0,0,1
3,120,193,160,56,55,62,2,0,0,1
2,120,193,157,91,46,53,2,0,0,1
2,120,212,164,91,55,66,2,0,0,1
2,270,336,109,152,72,82,3,0,0,1
2,351,336,95,247,72,105,3,0,0,1
2,351,336,84,190,65,97,3,0,0,1
2,216,257,84,247,65,97,3,0,0,1
2,351,283,84,152,72,88,3,0,0,1
2,216,283,95,190,65,78,3,0,0,1
2,216,283,84,152,86,97,3,0,0,1
2,216,336,95,247,86,102,3,0,0,1
2,270,283,95,190,72,105,3,0,0,1
2,200,248,71,135,74,80,3,0,0,1
2,260,188,79,108,56,64,3,0,0,1
2,160,248,89,108,56,70,3,0,0,1
2,260,208,89,175,56,70,3,0,0,1
2,160,208,89,175,62,70,3,0,0,1
2,260,188,89,135,62,70,3,0,0,1
2,200,188,79,108,74,86,3,0,0,1
2,200,188,71,175,62,74,3,0,0,1
2,200,208,89,175,74,99,3,0,0,1
2,169,169,120,70,55,62,3,0,0,1
2,169,153,117,91,55,57,3,0,0,1
3,169,201,124,56,55,66,3,0,0,1
3,104,153,120,56,46,58,3,0,0,1
2,130,201,120,91,41,48,3,0,0,1
2,130,169,117,56,41,54,3,0,0,1
2,104,153,124,70,55,66,3,0,0,1
2,130,153,124,70,41,49,3,0,0,1
2,104,201,117,70,46,53,3,0,0,1
3,110,190,120,52,38,49,3,0,0,1
2,143,190,116,84,38,57,3,0,0,1
2,143,190,113,65,34,53,3,0,0,1
3,88,142,113,84,34,53,3,0,0,1
2,143,158,113,52,38,52,3,0,0,1
2,88,158,116,65,34,46,3,0,0,1
3,88,158,113,52,46,56,3,0,0,1
2,88,190,116,84,46,58,3,0,0,1
1,110,158,116,65,38,57,3,0,0,1
3,210,282,118,120,66,74,3,0,0,1
2,273,282,108,195,66,91,3,0,0,1
2,273,282,100,150,59,82,3,0,0,1
3,168,214,100,195,59,82,3,0,0,1
2,273,237,100,120,66,78,3,0,0,1
3,168,237,108,150,59,70,3,0,0,1
3,168,237,100,120,79,86,3,0,0,1
3,168,282,108,195,79,88,3,0,0,1
2,210,237,108,150,66,91,3,0,0,1
3,91,89,34,45,30,38,3,0,0,1
3,91,82,31,58,30,34,3,0,0,1
3,91,103,38,36,30,43,3,0,0,1
3,56,82,34,36,25,38,3,0,0,1
3,70,103,34,58,22,26,3,0,0,1
3,70,89,31,36,22,34,3,0,0,1
3,56,82,38,45,30,43,3,0,0,1
3,70,82,38,45,22,28,3,0,0,1
3,56,103,31,45,25,32,3,0,0,1
2,143,125,49,85,48,53,3,0,0,1
2,143,114,44,110,48,50,3,0,0,1
2,143,146,55,68,48,62,3,0,0,1
2,88,114,49,68,40,53,3,0,0,1
2,110,146,49,110,36,42,3,0,0,1
2,110,125,44,68,36,50,3,0,0,1
2,88,114,55,85,48,62,3,0,0,1
2,110,114,55,85,36,43,3,0,0,1
2,88,146,44,85,40,46,3,0,0,1
3,170,302,175,115,64,66,3,0,0,1
2,221,233,180,92,48,53,3,0,0,1
3,136,302,186,92,48,56,3,0,0,1
2,221,256,186,149,48,56,3,0,0,1
3,136,256,186,149,53,57,3,0,0,1
2,221,233,186,115,53,57,3,0,0,1
3,170,233,180,92,64,70,3,0,0,1
2,170,233,175,149,53,62,3,0,0,1
3,170,256,186,149,64,78,3,0,0,1
3,240,294,110,145,79,86,4,0,0,1
2,312,223,118,116,59,70,4,0,0,1
3,192,294,128,116,59,72,4,0,0,1
2,312,247,128,188,59,72,4,0,0,1
3,192,247,128,188,66,74,4,0,0,1
2,312,223,128,145,66,74,4,0,0,1
3,240,223,118,116,79,91,4,0,0,1
2,240,223,110,188,66,80,4,0,0,1
3,240,247,128,188,79,108,4,0,0,1
3,351,266,158,150,86,97,4,0,0,1
2,351,242,152,195,86,91,4,0,0,1
3,351,314,166,120,86,108,4,0,0,1
3,216,242,158,120,72,94,4,0,0,1
2,270,314,158,195,65,74,4,0,0,1
1,270,266,152,120,65,86,4,0,0,1
3,216,242,166,150,86,108,4,0,0,1
2,270,242,166,150,65,78,4,0,0,1
2,216,314,152,150,72,82,4,0,0,1
2,140,135,77,52,42,46,4,0,0,1
2,182,135,73,84,42,54,4,0,0,1
2,182,135,70,65,38,50,4,0,0,1
2,112,106,70,84,38,50,4,0,0,1
